Time(s),HeartRate(1/min),Glucose-BloodConcentration(mg/dL),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),AchievedExerciseLevel
11923.02,69.473930,150.980288,17.142857,118.375096,76.902727,0,0
11924.02,69.491901,150.982302,17.142857,118.378680,76.898351,0,0
11925.02,69.480430,150.984372,17.142857,118.373715,76.899633,0,0
11926.02,69.466593,150.986701,17.142857,118.371384,76.903222,0,0
11927.02,69.492119,150.989535,17.142857,118.378486,76.898139,0,0
11928.02,69.480282,150.992594,17.142857,118.373483,76.899533,0,0
11929.02,69.466737,150.995360,17.142857,118.371278,76.903090,0,0
11930.02,69.475407,150.997725,17.142857,118.375110,76.902167,0,0
11931.02,69.492314,150.999778,17.142857,118.378290,76.897940,0,0
11932.02,69.480128,151.001804,17.142857,118.373258,76.899443,0,0
11933.02,69.466891,151.004019,17.142857,118.371179,76.902964,0,0
11934.02,69.492489,151.006665,17.142857,118.378093,76.897753,0,0
11935.02,69.479970,151.009727,17.142857,118.373039,76.899362,0,0
11936.02,69.467055,151.012616,17.142857,118.371088,76.902843,0,0
11937.02,69.476925,151.015112,17.142857,118.375148,76.901624,0,0
11938.02,69.492644,151.017239,17.142857,118.377894,76.897575,0,0
11939.02,69.479809,151.019244,17.142857,118.372825,76.899288,0,0
11940.02,69.467230,151.021372,17.142857,118.371004,76.902725,0,0
11941.02,69.492782,151.023836,17.142857,118.377693,76.897405,0,0
11942.02,69.479646,151.026822,17.142857,118.372614,76.899222,0,0
11943.02,69.467416,151.029813,17.142857,118.370926,76.902611,0,0
11944.02,69.478477,151.032438,17.142857,118.375203,76.901093,0,0
11945.02,69.492904,151.034674,17.142857,118.377489,76.897244,0,0
11946.02,69.479480,151.036687,17.142857,118.372408,76.899161,0,0
11947.02,69.467613,151.038747,17.142857,118.370853,76.902498,0,0
11948.02,69.479262,151.041066,17.142857,118.375233,76.900830,0,0
11949.02,69.479313,151.043901,17.142857,118.372204,76.899104,0,0
11950.02,69.467821,151.046955,17.142857,118.370784,76.902385,0,0
11951.02,69.480052,151.049708,17.142857,118.375264,76.900569,0,0
11952.02,69.493105,151.052071,17.142857,118.377074,76.896939,0,0
11953.02,69.479145,151.054122,17.142857,118.372002,76.899052,0,0
11954.02,69.468041,151.056137,17.142857,118.370719,76.902273,0,0
11955.02,69.480846,151.058343,17.142857,118.375296,76.900308,0,0
11956.02,69.478977,151.060989,17.142857,118.371803,76.899002,0,0
11957.02,69.468273,151.064045,17.142857,118.370658,76.902161,0,0
11958.02,69.481642,151.066922,17.142857,118.375327,76.900047,0,0
11959.02,69.493253,151.069415,17.142857,118.376648,76.896654,0,0
11960.02,69.478810,151.071540,17.142857,118.371606,76.898954,0,0
11961.02,69.468518,151.073534,17.142857,118.370600,76.902046,0,0
11962.02,69.482441,151.075652,17.142857,118.375357,76.899786,0,0
11963.02,69.478644,151.078117,17.142857,118.371410,76.898907,0,0
11964.02,69.468776,151.081097,17.142857,118.370544,76.901927,0,0
11965.02,69.483241,151.084075,17.142857,118.375384,76.899522,0,0
11966.02,69.493357,151.086695,17.142857,118.376208,76.896378,0,0
11967.02,69.478482,151.088930,17.142857,118.371213,76.898857,0,0
11968.02,69.469048,151.090931,17.142857,118.370488,76.901802,0,0
11969.02,69.484044,151.092981,17.142857,118.375405,76.899252,0,0
11970.02,69.493397,151.095300,17.142857,118.375978,76.896238,0,0
11971.02,69.469339,151.098128,17.142857,118.370430,76.901666,0,0
11972.02,69.484850,151.101169,17.142857,118.375419,76.898972,0,0
11973.02,69.493432,151.103918,17.142857,118.375740,76.896089,0,0
11974.02,69.478179,151.106278,17.142857,118.370808,76.898732,0,0
11975.02,69.469649,151.108317,17.142857,118.370367,76.901514,0,0
11976.02,69.485662,151.110321,17.142857,118.375420,76.898678,0,0
11977.02,69.493466,151.112527,17.142857,118.375490,76.895928,0,0
11978.02,69.469981,151.115165,17.142857,118.370296,76.901344,0,0
11979.02,69.486479,151.118208,17.142857,118.375410,76.898369,0,0
11980.02,69.493499,151.121079,17.142857,118.375229,76.895756,0,0
11981.02,69.477919,151.123569,17.142857,118.370377,76.898554,0,0
11982.02,69.470333,151.125682,17.142857,118.370222,76.901159,0,0
11983.02,69.487296,151.127665,17.142857,118.375391,76.898049,0,0
11984.02,69.493527,151.129781,17.142857,118.374961,76.895577,0,0
11985.02,69.470702,151.132237,17.142857,118.370146,76.900963,0,0
11986.02,69.488110,151.135203,17.142857,118.375365,76.897723,0,0
11987.02,69.493549,151.138175,17.142857,118.374688,76.895393,0,0
11988.02,69.477695,151.140792,17.142857,118.369934,76.898339,0,0
11989.02,69.471086,151.143014,17.142857,118.370071,76.900758,0,0
11990.02,69.488918,151.145003,17.142857,118.375333,76.897391,0,0
11991.02,69.493563,151.147051,17.142857,118.374411,76.895205,0,0
11992.02,69.477592,151.149361,17.142857,118.369712,76.898221,0,0
11993.02,69.489719,151.152174,17.142857,118.375295,76.897055,0,0
11994.02,69.493571,151.155209,17.142857,118.374129,76.895014,0,0
11995.02,69.477498,151.157954,17.142857,118.369489,76.898097,0,0
11996.02,69.471900,151.160301,17.142857,118.369918,76.900321,0,0
11997.02,69.490513,151.162329,17.142857,118.375248,76.896713,0,0
11998.02,69.493573,151.164331,17.142857,118.373843,76.894818,0,0
11999.02,69.477412,151.166527,17.142857,118.369266,76.897967,0,0
12000.02,69.491299,151.169151,17.142857,118.375195,76.896367,0,0
12001.02,69.493569,151.172187,17.142857,118.373554,76.894620,0,0
12002.02,69.477335,151.175055,17.142857,118.369042,76.897830,0,0
12003.02,69.472778,151.177532,17.142857,118.369765,76.899848,0,0
12004.02,69.492074,151.179633,17.142857,118.375134,76.896017,0,0
12005.02,69.493559,151.181614,17.142857,118.373261,76.894419,0,0
12006.02,69.477266,151.183721,17.142857,118.368818,76.897688,0,0
12007.02,69.492836,151.186163,17.142857,118.375067,76.895666,0,0
12008.02,69.493542,151.189123,17.142857,118.372966,76.894217,0,0
12009.02,69.477206,151.192092,17.142857,118.368596,76.897541,0,0
12010.02,69.473715,151.194696,17.142857,118.369613,76.899345,0,0
12011.02,69.493584,151.196907,17.142857,118.374992,76.895313,0,0
12012.02,69.493517,151.198894,17.142857,118.372669,76.894015,0,0
12013.02,69.477153,151.200933,17.142857,118.368376,76.897392,0,0
12014.02,69.474204,151.203229,17.142857,118.369540,76.899085,0,0
12015.02,69.493484,151.206036,17.142857,118.372372,76.893814,0,0
12016.02,69.477106,151.209068,17.142857,118.368158,76.897240,0,0
12017.02,69.474706,151.211800,17.142857,118.369469,76.898821,0,0
12018.02,69.495028,151.214137,17.142857,118.374826,76.894614,0,0
12019.02,69.493442,151.216163,17.142857,118.372074,76.893616,0,0
12020.02,69.477066,151.218156,17.142857,118.367944,76.897088,0,0
12021.02,69.475219,151.220338,17.142857,118.369400,76.898554,0,0
12022.02,69.493390,151.222957,17.142857,118.371778,76.893421,0,0
12023.02,69.477032,151.225990,17.142857,118.367734,76.896935,0,0
12024.02,69.475744,151.228846,17.142857,118.369336,76.898285,0,0
12025.02,69.496388,151.231312,17.142857,118.374637,76.893929,0,0
12026.02,69.493328,151.233412,17.142857,118.371484,76.893232,0,0
12027.02,69.477003,151.235385,17.142857,118.367530,76.896785,0,0
12028.02,69.476278,151.237478,17.142857,118.369277,76.898016,0,0
12029.02,69.493255,151.239915,17.142857,118.371194,76.893050,0,0
12030.02,69.476980,151.242872,17.142857,118.367333,76.896639,0,0
12031.02,69.476822,151.245829,17.142857,118.369224,76.897750,0,0
12032.02,69.497650,151.248424,17.142857,118.374433,76.893275,0,0
12033.02,69.493171,151.250633,17.142857,118.370909,76.892876,0,0
12034.02,69.476963,151.252613,17.142857,118.367144,76.896496,0,0
12035.02,69.477377,151.254638,17.142857,118.369177,76.897484,0,0
12036.02,69.498240,151.256930,17.142857,118.374326,76.892962,0,0
12037.02,69.476953,151.259735,17.142857,118.366962,76.896356,0,0
12038.02,69.477944,151.262755,17.142857,118.369137,76.897219,0,0
12039.02,69.498805,151.265478,17.142857,118.374215,76.892657,0,0
12040.02,69.492980,151.267814,17.142857,118.370352,76.892548,0,0
12041.02,69.476954,151.269832,17.142857,118.366787,76.896217,0,0
12042.02,69.478524,151.271813,17.142857,118.369101,76.896953,0,0
12043.02,69.499343,151.273991,17.142857,118.374099,76.892359,0,0
12044.02,69.476965,151.276607,17.142857,118.366617,76.896079,0,0
12045.02,69.479119,151.279629,17.142857,118.369070,76.896685,0,0
12046.02,69.499855,151.282476,17.142857,118.373975,76.892067,0,0
12047.02,69.492766,151.284941,17.142857,118.369810,76.892240,0,0
12048.02,69.476989,151.287035,17.142857,118.366453,76.895939,0,0
12049.02,69.479731,151.288994,17.142857,118.369042,76.896413,0,0
12050.02,69.500341,151.291084,17.142857,118.373845,76.891780,0,0
12051.02,69.477028,151.293519,17.142857,118.366293,76.895796,0,0
12052.02,69.480359,151.296465,17.142857,118.369017,76.896136,0,0
12053.02,69.500801,151.299412,17.142857,118.373706,76.891497,0,0
12054.02,69.492541,151.302006,17.142857,118.369278,76.891940,0,0
12055.02,69.477082,151.304209,17.142857,118.366138,76.895650,0,0
12056.02,69.481005,151.306175,17.142857,118.368994,76.895854,0,0
12057.02,69.501233,151.308198,17.142857,118.373558,76.891219,0,0
12058.02,69.492427,151.310487,17.142857,118.369016,76.891793,0,0
12059.02,69.481669,151.313281,17.142857,118.368974,76.895567,0,0
12060.02,69.501637,151.316291,17.142857,118.373401,76.890946,0,0
12061.02,69.492313,151.319014,17.142857,118.368757,76.891648,0,0
12062.02,69.477237,151.321342,17.142857,118.365841,76.895350,0,0
12063.02,69.482350,151.323348,17.142857,118.368957,76.895277,0,0
12064.02,69.502010,151.325325,17.142857,118.373236,76.890681,0,0
12065.02,69.492197,151.327501,17.142857,118.368502,76.891508,0,0
12066.02,69.483047,151.330106,17.142857,118.368945,76.894986,0,0
12067.02,69.502350,151.333118,17.142857,118.373064,76.890426,0,0
12068.02,69.492077,151.335964,17.142857,118.368253,76.891374,0,0
12069.02,69.477449,151.338423,17.142857,118.365570,76.895050,0,0
12070.02,69.483757,151.340503,17.142857,118.368937,76.894696,0,0
12071.02,69.502659,151.342459,17.142857,118.372886,76.890181,0,0
12072.02,69.491953,151.344547,17.142857,118.368009,76.891248,0,0
12073.02,69.484479,151.346971,17.142857,118.368935,76.894408,0,0
12074.02,69.502938,151.349907,17.142857,118.372703,76.889948,0,0
12075.02,69.491825,151.352854,17.142857,118.367771,76.891131,0,0
12076.02,69.477708,151.355442,17.142857,118.365328,76.894764,0,0
12077.02,69.485213,151.357631,17.142857,118.368939,76.894122,0,0
12078.02,69.503190,151.359595,17.142857,118.372516,76.889727,0,0
12079.02,69.491691,151.361616,17.142857,118.367539,76.891022,0,0
12080.02,69.477853,151.363894,17.142857,118.365218,76.894627,0,0
12081.02,69.503418,151.366678,17.142857,118.372326,76.889516,0,0
12082.02,69.491552,151.369689,17.142857,118.367311,76.890922,0,0
12083.02,69.478008,151.372406,17.142857,118.365115,76.894495,0,0
12084.02,69.486713,151.374722,17.142857,118.368960,76.893561,0,0
12085.02,69.503623,151.376725,17.142857,118.372132,76.889316,0,0
12086.02,69.491408,151.378700,17.142857,118.367088,76.890825,0,0
12087.02,69.478132,151.380863,17.142857,118.365005,76.894340,0,0
12088.02,69.503381,151.383454,17.142857,118.371832,76.889056,0,0
12089.02,69.490569,151.386462,17.142857,118.366717,76.890664,0,0
12090.02,69.477429,151.389296,17.142857,118.364736,76.894140,0,0
12091.02,69.487184,151.391736,17.142857,118.368779,76.892879,0,0
12092.02,69.502839,151.393806,17.142857,118.371493,76.888771,0,0
12093.02,69.490002,151.395755,17.142857,118.366397,76.890443,0,0
12094.02,69.477526,151.397826,17.142857,118.364579,76.893832,0,0
12095.02,69.503454,151.400235,17.142857,118.371284,76.888364,0,0
12096.02,69.490495,151.403169,17.142857,118.366223,76.890149,0,0
12097.02,69.478477,151.406108,17.142857,118.364587,76.893520,0,0
12098.02,69.489772,151.408682,17.142857,118.368933,76.891974,0,0
12099.02,69.504368,151.410869,17.142857,118.371277,76.888111,0,0
12100.02,69.491065,151.412832,17.142857,118.366265,76.890063,0,0
12101.02,69.479325,151.414843,17.142857,118.364806,76.893448,0,0
12102.02,69.491109,151.417114,17.142857,118.369288,76.891809,0,0
12103.02,69.491234,151.419901,17.142857,118.366410,76.890196,0,0
12104.02,69.479772,151.422909,17.142857,118.365081,76.893553,0,0
12105.02,69.492051,151.425616,17.142857,118.369645,76.891781,0,0
12106.02,69.505087,151.427933,17.142857,118.371503,76.888195,0,0
12107.02,69.491084,151.429938,17.142857,118.366473,76.890379,0,0
12108.02,69.479966,151.431905,17.142857,118.365242,76.893664,0,0
12109.02,69.492787,151.434065,17.142857,118.369861,76.891724,0,0
12110.02,69.490825,151.436663,17.142857,118.366376,76.890487,0,0
12111.02,69.480104,151.439674,17.142857,118.365246,76.893682,0,0
12112.02,69.493492,151.442505,17.142857,118.369922,76.891567,0,0
12113.02,69.505068,151.444951,17.142857,118.371218,76.888172,0,0
12114.02,69.490579,151.447030,17.142857,118.366152,76.890496,0,0
12115.02,69.480281,151.448977,17.142857,118.365139,76.893602,0,0
12116.02,69.494233,151.451046,17.142857,118.369885,76.891322,0,0
12117.02,69.490373,151.453463,17.142857,118.365865,76.890437,0,0
12118.02,69.480508,151.456396,17.142857,118.364985,76.893461,0,0
12119.02,69.495009,151.459327,17.142857,118.369810,76.891025,0,0
12120.02,69.505102,151.461901,17.142857,118.370591,76.887860,0,0
12121.02,69.490195,151.464088,17.142857,118.365562,76.890345,0,0
12122.02,69.480768,151.466040,17.142857,118.364825,76.893290,0,0
12123.02,69.495802,151.468041,17.142857,118.369728,76.890707,0,0
12124.02,69.505131,151.470312,17.142857,118.370261,76.887672,0,0
12125.02,69.481049,151.473091,17.142857,118.364673,76.893106,0,0
12126.02,69.496598,151.476084,17.142857,118.369651,76.890380,0,0
12127.02,69.505153,151.478785,17.142857,118.369935,76.887478,0,0
12128.02,69.489868,151.481097,17.142857,118.364977,76.890129,0,0
12129.02,69.481346,151.483087,17.142857,118.364529,76.892911,0,0
12130.02,69.497396,151.485042,17.142857,118.369575,76.890043,0,0
12131.02,69.505171,151.487197,17.142857,118.369609,76.887277,0,0
12132.02,69.481661,151.489786,17.142857,118.364390,76.892703,0,0
12133.02,69.498195,151.492780,17.142857,118.369497,76.889698,0,0
12134.02,69.505183,151.495603,17.142857,118.369282,76.887070,0,0
12135.02,69.489571,151.498044,17.142857,118.364410,76.889880,0,0
12136.02,69.481993,151.500108,17.142857,118.364254,76.892486,0,0
12137.02,69.498992,151.502042,17.142857,118.369418,76.889346,0,0
12138.02,69.505190,151.504108,17.142857,118.368955,76.886860,0,0
12139.02,69.482342,151.506515,17.142857,118.364123,76.892261,0,0
12140.02,69.499786,151.509431,17.142857,118.369338,76.888991,0,0
12141.02,69.505189,151.512355,17.142857,118.368629,76.886649,0,0
12142.02,69.489304,151.514924,17.142857,118.363859,76.889609,0,0
12143.02,69.482706,151.517096,17.142857,118.363997,76.892030,0,0
12144.02,69.500574,151.519036,17.142857,118.369257,76.888633,0,0
12145.02,69.505182,151.521035,17.142857,118.368303,76.886436,0,0
12146.02,69.489181,151.523295,17.142857,118.363590,76.889467,0,0
12147.02,69.501355,151.526059,17.142857,118.369173,76.888272,0,0
12148.02,69.505169,151.529045,17.142857,118.367977,76.886222,0,0
12149.02,69.489066,151.531742,17.142857,118.363324,76.889321,0,0
12150.02,69.483481,151.534040,17.142857,118.363757,76.891546,0,0
12151.02,69.502130,151.536019,17.142857,118.369085,76.887908,0,0
12152.02,69.505151,151.537971,17.142857,118.367650,76.886006,0,0
12153.02,69.488961,151.540118,17.142857,118.363060,76.889170,0,0
12154.02,69.502897,151.542692,17.142857,118.368993,76.887541,0,0
12155.02,69.505128,151.545680,17.142857,118.367323,76.885789,0,0
12156.02,69.488865,151.548499,17.142857,118.362800,76.889014,0,0
12157.02,69.484322,151.550927,17.142857,118.363529,76.891034,0,0
12158.02,69.503654,151.552980,17.142857,118.368897,76.887172,0,0
12159.02,69.505098,151.554912,17.142857,118.366995,76.885570,0,0
12160.02,69.488778,151.556970,17.142857,118.362543,76.888855,0,0
12161.02,69.504399,151.559362,17.142857,118.368797,76.886803,0,0
12162.02,69.505063,151.562273,17.142857,118.366667,76.885352,0,0
12163.02,69.488700,151.565193,17.142857,118.362289,76.888693,0,0
12164.02,69.485227,151.567749,17.142857,118.363314,76.890496,0,0
12165.02,69.505131,151.569911,17.142857,118.368691,76.886435,0,0
12166.02,69.505021,151.571850,17.142857,118.366340,76.885134,0,0
12167.02,69.488631,151.573840,17.142857,118.362039,76.888528,0,0
12168.02,69.485701,151.576086,17.142857,118.363211,76.890221,0,0
12169.02,69.504972,151.578845,17.142857,118.366014,76.884919,0,0
12170.02,69.488569,151.581828,17.142857,118.361794,76.888362,0,0
12171.02,69.486188,151.584512,17.142857,118.363113,76.889942,0,0
12172.02,69.506544,151.586801,17.142857,118.368468,76.885704,0,0
12173.02,69.504914,151.588778,17.142857,118.365689,76.884706,0,0
12174.02,69.488514,151.590722,17.142857,118.361554,76.888196,0,0
12175.02,69.486688,151.592855,17.142857,118.363019,76.889660,0,0
12176.02,69.504846,151.595424,17.142857,118.365368,76.884498,0,0
12177.02,69.488466,151.598410,17.142857,118.361319,76.888031,0,0
12178.02,69.487199,151.601217,17.142857,118.362930,76.889378,0,0
12179.02,69.507875,151.603636,17.142857,118.368229,76.884992,0,0
12180.02,69.504770,151.605687,17.142857,118.365049,76.884297,0,0
12181.02,69.488424,151.607611,17.142857,118.361092,76.887868,0,0
12182.02,69.487721,151.609655,17.142857,118.362848,76.889096,0,0
12183.02,69.504683,151.612043,17.142857,118.364737,76.884103,0,0
12184.02,69.488388,151.614952,17.142857,118.360873,76.887709,0,0
12185.02,69.488254,151.617861,17.142857,118.362774,76.888817,0,0
12186.02,69.509110,151.620408,17.142857,118.367980,76.884313,0,0
12187.02,69.504587,151.622569,17.142857,118.364430,76.883917,0,0
12188.02,69.488359,151.624500,17.142857,118.360663,76.887555,0,0
12189.02,69.488798,151.626477,17.142857,118.362707,76.888539,0,0
12190.02,69.509689,151.628720,17.142857,118.367853,76.883988,0,0
12191.02,69.488339,151.631476,17.142857,118.360461,76.887404,0,0
12192.02,69.489355,151.634448,17.142857,118.362647,76.888262,0,0
12193.02,69.510243,151.637124,17.142857,118.367721,76.883671,0,0
12194.02,69.504373,151.639411,17.142857,118.363833,76.883567,0,0
12195.02,69.488329,151.641382,17.142857,118.360267,76.887254,0,0
12196.02,69.489926,151.643313,17.142857,118.362592,76.887985,0,0
12197.02,69.510770,151.645443,17.142857,118.367585,76.883361,0,0
12198.02,69.488331,151.648010,17.142857,118.360079,76.887105,0,0
12199.02,69.490513,151.650985,17.142857,118.362543,76.887705,0,0
12200.02,69.511272,151.653783,17.142857,118.367443,76.883058,0,0
12201.02,69.504138,151.656202,17.142857,118.363254,76.883238,0,0
12202.02,69.488347,151.658247,17.142857,118.359897,76.886954,0,0
12203.02,69.491116,151.660158,17.142857,118.362497,76.887422,0,0
12204.02,69.511748,151.662199,17.142857,118.367295,76.882760,0,0
12205.02,69.488377,151.664585,17.142857,118.359721,76.886801,0,0
12206.02,69.491737,151.667483,17.142857,118.362456,76.887134,0,0
12207.02,69.512198,151.670383,17.142857,118.367139,76.882467,0,0
12208.02,69.503895,151.672930,17.142857,118.362688,76.882919,0,0
12209.02,69.488423,151.675084,17.142857,118.359550,76.886645,0,0
12210.02,69.492376,151.677003,17.142857,118.362417,76.886841,0,0
12211.02,69.512621,151.678977,17.142857,118.366974,76.882179,0,0
12212.02,69.503773,151.681218,17.142857,118.362410,76.882762,0,0
12213.02,69.493033,151.683963,17.142857,118.362382,76.886544,0,0
12214.02,69.513016,151.686926,17.142857,118.366802,76.881897,0,0
12215.02,69.503650,151.689601,17.142857,118.362136,76.882608,0,0
12216.02,69.488563,151.691883,17.142857,118.359224,76.886327,0,0
12217.02,69.493708,151.693840,17.142857,118.362351,76.886244,0,0
12218.02,69.513380,151.695769,17.142857,118.366622,76.881622,0,0
12219.02,69.503526,151.697897,17.142857,118.361867,76.882459,0,0
12220.02,69.494398,151.700453,17.142857,118.362325,76.885944,0,0
12221.02,69.513711,151.703418,17.142857,118.366435,76.881358,0,0
12222.02,69.503399,151.706217,17.142857,118.361604,76.882317,0,0
12223.02,69.488763,151.708628,17.142857,118.358925,76.886010,0,0
12224.02,69.495102,151.710661,17.142857,118.362304,76.885644,0,0
12225.02,69.514012,151.712569,17.142857,118.366243,76.881106,0,0
12226.02,69.503268,151.714609,17.142857,118.361348,76.882183,0,0
12227.02,69.495819,151.716984,17.142857,118.362290,76.885347,0,0
12228.02,69.514283,151.719873,17.142857,118.366047,76.880865,0,0
12229.02,69.503132,151.722773,17.142857,118.361097,76.882059,0,0
12230.02,69.489009,151.725313,17.142857,118.358659,76.885708,0,0
12231.02,69.496547,151.727456,17.142857,118.362281,76.885054,0,0
12232.02,69.514528,151.729372,17.142857,118.365848,76.880636,0,0
12233.02,69.502991,151.731345,17.142857,118.360853,76.881943,0,0
12234.02,69.489148,151.733574,17.142857,118.358537,76.885564,0,0
12235.02,69.514748,151.736311,17.142857,118.365645,76.880418,0,0
12236.02,69.502846,151.739275,17.142857,118.360614,76.881836,0,0
12237.02,69.489298,151.741944,17.142857,118.358423,76.885424,0,0
12238.02,69.498038,151.744213,17.142857,118.362280,76.884476,0,0
12239.02,69.514946,151.746169,17.142857,118.365440,76.880211,0,0
12240.02,69.502695,151.748097,17.142857,118.360380,76.881738,0,0
12241.02,69.489457,151.750214,17.142857,118.358316,76.885290,0,0
12242.02,69.515123,151.752761,17.142857,118.365231,76.880013,0,0
12243.02,69.502541,151.755727,17.142857,118.360150,76.881648,0,0
12244.02,69.489626,151.758521,17.142857,118.358215,76.885158,0,0
12245.02,69.499568,151.760921,17.142857,118.362299,76.883911,0,0
12246.02,69.515280,151.762951,17.142857,118.365020,76.879825,0,0
12247.02,69.502382,151.764859,17.142857,118.359924,76.881565,0,0
12248.02,69.489805,151.766888,17.142857,118.358120,76.885030,0,0
12249.02,69.515419,151.769254,17.142857,118.364806,76.879644,0,0
12250.02,69.502220,151.772144,17.142857,118.359701,76.881488,0,0
12251.02,69.489994,151.775040,17.142857,118.358030,76.884904,0,0
12252.02,69.501130,151.777568,17.142857,118.362329,76.883354,0,0
12253.02,69.515542,151.779709,17.142857,118.364588,76.879471,0,0
12254.02,69.502055,151.781624,17.142857,118.359481,76.881416,0,0
12255.02,69.490194,151.783586,17.142857,118.357943,76.884779,0,0
12256.02,69.501919,151.785807,17.142857,118.362345,76.883078,0,0
12257.02,69.501889,151.788545,17.142857,118.359263,76.881348,0,0
12258.02,69.490404,151.791503,17.142857,118.357861,76.884654,0,0
12259.02,69.502712,151.794161,17.142857,118.362362,76.882802,0,0
12260.02,69.515741,151.796428,17.142857,118.364142,76.879141,0,0
12261.02,69.501721,151.798383,17.142857,118.359047,76.881283,0,0
12262.02,69.490626,151.800300,17.142857,118.357782,76.884529,0,0
12263.02,69.503508,151.802408,17.142857,118.362378,76.882526,0,0
12264.02,69.501552,151.804957,17.142857,118.358832,76.881222,0,0
12265.02,69.490859,151.807918,17.142857,118.357705,76.884403,0,0
12266.02,69.504306,151.810699,17.142857,118.362394,76.882251,0,0
12267.02,69.515886,151.813096,17.142857,118.363682,76.878830,0,0
12268.02,69.501383,151.815126,17.142857,118.358618,76.881161,0,0
12269.02,69.491104,151.817023,17.142857,118.357631,76.884274,0,0
12270.02,69.505106,151.819043,17.142857,118.362407,76.881974,0,0
12271.02,69.501215,151.821410,17.142857,118.358405,76.881100,0,0
12272.02,69.491362,151.824294,17.142857,118.357558,76.884141,0,0
12273.02,69.505907,151.827177,17.142857,118.362416,76.881694,0,0
12274.02,69.515984,151.829702,17.142857,118.363205,76.878527,0,0
12275.02,69.501051,151.831841,17.142857,118.358190,76.881037,0,0
12276.02,69.491634,151.833746,17.142857,118.357485,76.884001,0,0
12277.02,69.506710,151.835699,17.142857,118.362419,76.881408,0,0
12278.02,69.516021,151.837920,17.142857,118.362956,76.878371,0,0
12279.02,69.491924,151.840651,17.142857,118.357409,76.883849,0,0
12280.02,69.507516,151.843597,17.142857,118.362414,76.881111,0,0
12281.02,69.516053,151.846251,17.142857,118.362697,76.878207,0,0
12282.02,69.500743,151.848516,17.142857,118.357748,76.880883,0,0
12283.02,69.492234,151.850459,17.142857,118.357327,76.883681,0,0
12284.02,69.508327,151.852367,17.142857,118.362396,76.880799,0,0
12285.02,69.516083,151.854475,17.142857,118.362427,76.878031,0,0
12286.02,69.492565,151.857016,17.142857,118.357238,76.883495,0,0
12287.02,69.509143,151.859964,17.142857,118.362367,76.880473,0,0
12288.02,69.516111,151.862741,17.142857,118.362145,76.877843,0,0
12289.02,69.500476,151.865135,17.142857,118.357278,76.880675,0,0
12290.02,69.492915,151.867153,17.142857,118.357144,76.883294,0,0
12291.02,69.509958,151.869039,17.142857,118.362328,76.880136,0,0
12292.02,69.516134,151.871059,17.142857,118.361857,76.877649,0,0
12293.02,69.493281,151.873418,17.142857,118.357050,76.883083,0,0
12294.02,69.510769,151.876288,17.142857,118.362283,76.879793,0,0
12295.02,69.516150,151.879166,17.142857,118.361564,76.877450,0,0
12296.02,69.500243,151.881689,17.142857,118.356798,76.880431,0,0
12297.02,69.493663,151.883815,17.142857,118.356956,76.882863,0,0
12298.02,69.511575,151.885708,17.142857,118.362232,76.879445,0,0
12299.02,69.516159,151.887660,17.142857,118.361267,76.877248,0,0
12300.02,69.500136,151.889873,17.142857,118.356556,76.880299,0,0
12301.02,69.512373,151.892590,17.142857,118.362173,76.879092,0,0
12302.02,69.516161,151.895531,17.142857,118.360965,76.877041,0,0
12303.02,69.500037,151.898182,17.142857,118.356314,76.880161,0,0
12304.02,69.494471,151.900434,17.142857,118.356766,76.882394,0,0
12305.02,69.513163,151.902366,17.142857,118.362107,76.878733,0,0
12306.02,69.516157,151.904272,17.142857,118.360659,76.876831,0,0
12307.02,69.499947,151.906372,17.142857,118.356071,76.880016,0,0
12308.02,69.513945,151.908899,17.142857,118.362034,76.878370,0,0
12309.02,69.516147,151.911841,17.142857,118.360349,76.876618,0,0
12310.02,69.499865,151.914615,17.142857,118.355829,76.879864,0,0
12311.02,69.495342,151.916997,17.142857,118.356575,76.881890,0,0
12312.02,69.514716,151.919004,17.142857,118.361954,76.878005,0,0
12313.02,69.516130,151.920889,17.142857,118.360037,76.876403,0,0
12314.02,69.499791,151.922900,17.142857,118.355586,76.879708,0,0
12315.02,69.515474,151.925245,17.142857,118.361867,76.877637,0,0
12316.02,69.516106,151.928110,17.142857,118.359722,76.876187,0,0
12317.02,69.499725,151.930986,17.142857,118.355346,76.879548,0,0
12318.02,69.496273,151.933496,17.142857,118.356387,76.881356,0,0
12319.02,69.516217,151.935612,17.142857,118.361774,76.877269,0,0
12320.02,69.516075,151.937504,17.142857,118.359406,76.875971,0,0
12321.02,69.499666,151.939448,17.142857,118.355108,76.879385,0,0
12322.02,69.496759,151.941647,17.142857,118.356296,76.881081,0,0
12323.02,69.516035,151.944359,17.142857,118.359090,76.875756,0,0
12324.02,69.499614,151.947297,17.142857,118.354872,76.879220,0,0
12325.02,69.497256,151.949936,17.142857,118.356208,76.880802,0,0
12326.02,69.517650,151.952178,17.142857,118.361570,76.876539,0,0
12327.02,69.515985,151.954110,17.142857,118.358774,76.875545,0,0
12328.02,69.499568,151.956008,17.142857,118.354641,76.879054,0,0
12329.02,69.497766,151.958094,17.142857,118.356122,76.880521,0,0
12330.02,69.515926,151.960616,17.142857,118.358459,76.875337,0,0
12331.02,69.499528,151.963556,17.142857,118.354414,76.878889,0,0
