Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,Glucose-BloodConcentration(mg/dL)
10009.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.16,7.43,0,75.58,0
10010.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.16,7.43,0,75.58,0
10011.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.13,7.43,0,75.58,0
10012.14,93.60,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.13,7.43,0,75.58,0
10013.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.13,7.43,0,75.58,0
10014.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.13,7.43,0,75.58,0
10015.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.11,7.43,0,75.57,0
10016.14,93.61,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.11,7.43,0,75.57,0
10017.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.11,7.43,0,75.57,0
10018.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.11,7.43,0,75.57,0
10019.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.09,7.43,0,75.57,0
10020.14,93.61,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.09,7.43,0,75.57,0
10021.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.09,7.43,0,75.57,0
10022.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.09,7.43,0,75.56,0
10023.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.06,7.43,0,75.56,0
10024.14,93.61,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.06,7.43,0,75.56,0
10025.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.06,7.43,0,75.56,0
10026.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.06,7.43,0,75.56,0
10027.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.04,7.43,0,75.56,0
10028.14,93.61,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.04,7.43,0,75.56,0
10029.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.04,7.43,0,75.56,0
10030.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.04,7.43,0,75.55,0
10031.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.02,7.43,0,75.55,0
10032.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.02,7.43,0,75.55,0
10033.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.02,7.43,0,75.55,0
10034.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.02,7.43,0,75.55,0
10035.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.00,7.43,0,75.55,0
10036.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.00,7.43,0,75.55,0
10037.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,567.00,7.43,0,75.55,0
10038.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.98,7.43,0,75.54,0
10039.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.98,7.43,0,75.54,0
10040.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.98,7.43,0,75.54,0
10041.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.98,7.43,0,75.54,0
10042.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.96,7.43,0,75.54,0
10043.14,93.60,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.96,7.43,0,75.54,0
10044.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.96,7.43,0,75.54,0
10045.14,93.60,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.96,7.43,0,75.54,0
10046.14,93.58,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.93,7.43,0,75.54,0
10047.14,93.61,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.93,7.43,0,75.53,0
10048.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.93,7.43,0,75.53,0
10049.14,93.60,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.93,7.43,0,75.53,0
10050.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.91,7.43,0,75.53,0
10051.14,93.61,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.91,7.43,0,75.53,0
10052.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.91,7.43,0,75.53,0
10053.14,93.60,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.91,7.43,0,75.53,0
10054.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.89,7.43,0,75.53,0
10055.14,93.61,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.89,7.43,0,75.52,0
10056.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.89,7.43,0,75.52,0
10057.14,93.60,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.89,7.43,0,75.52,0
10058.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.86,7.43,0,75.52,0
10059.14,93.61,15.38,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.86,7.43,0,75.52,0
10060.14,93.63,15.38,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.86,7.43,0,75.52,0
10061.14,93.60,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.86,7.43,0,75.52,0
10062.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.84,7.43,0,75.52,0
10063.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.84,7.43,0,75.51,0
10064.14,93.63,15.38,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.84,7.43,0,75.51,0
10065.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.84,7.43,0,75.51,0
10066.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.81,7.43,0,75.51,0
10067.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.81,7.43,0,75.51,0
10068.14,93.63,15.38,123.8,88.5,106.6,0.980,35.93,6.55,69.9,566.81,7.43,0,75.51,0
10069.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.81,7.43,0,75.51,0
10070.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.79,7.43,0,75.51,0
10071.14,93.62,15.38,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.79,7.43,0,75.51,0
10072.14,93.63,15.38,123.8,88.5,106.6,0.980,35.93,6.55,69.9,566.79,7.43,0,75.50,0
10073.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.79,7.43,0,75.50,0
10074.14,93.59,15.38,123.8,88.5,106.7,0.980,35.93,6.55,70.0,566.77,7.43,0,75.50,0
10075.14,93.62,15.38,123.8,88.5,106.6,0.980,35.93,6.55,69.9,566.77,7.43,0,75.50,0
10076.14,93.61,15.38,123.8,88.5,106.6,0.980,35.93,6.55,70.0,566.77,7.43,0,75.50,0
10077.14,93.59,15.46,123.8,88.5,106.6,0.980,35.93,6.55,70.0,566.74,7.43,0,75.50,0
10078.14,93.61,15.46,123.8,88.5,106.7,0.980,35.93,6.55,69.9,566.74,7.43,0,75.50,0
10079.14,93.63,15.46,123.8,88.5,106.6,0.980,35.93,6.55,69.9,566.74,7.43,0,75.50,0
10080.14,93.61,15.46,123.8,88.5,106.6,0.980,35.93,6.55,70.0,566.74,7.43,0,75.50,0
10081.14,93.59,15.46,123.8,88.5,106.6,0.980,35.93,6.55,70.0,571.12,7.43,0,75.49,0
10082.14,93.61,15.46,123.8,88.5,106.6,0.980,35.93,6.55,69.9,571.12,7.43,0,75.49,0
10083.14,93.63,15.46,123.8,88.5,106.6,0.980,35.93,6.55,69.9,571.12,7.43,0,75.49,0
10084.14,93.60,15.46,123.8,88.5,106.6,0.980,35.93,6.55,69.9,571.12,7.43,0,75.49,0
10085.14,93.59,15.46,123.8,88.5,106.6,0.980,35.93,6.55,70.0,571.09,7.43,0,75.49,0
10086.14,93.61,15.46,123.8,88.5,106.6,0.980,35.93,6.55,69.9,571.09,7.43,0,75.49,0
10087.14,93.63,15.46,123.8,88.5,106.6,0.980,35.93,6.55,69.9,571.09,7.43,0,75.49,0
10088.14,93.60,15.46,123.7,88.5,106.6,0.980,35.93,6.55,69.9,571.09,7.43,0,75.49,0
10089.14,93.59,15.46,123.7,88.5,106.6,0.980,35.93,6.55,70.0,571.06,7.43,0,75.49,0
10090.14,93.62,15.46,123.8,88.5,106.6,0.980,35.93,6.55,69.9,571.06,7.43,0,75.48,0
10091.14,93.63,15.46,123.8,88.5,106.6,0.980,35.93,6.55,69.9,571.06,7.43,0,75.48,0
10092.14,93.60,15.46,123.7,88.5,106.6,0.980,35.93,6.55,69.9,571.06,7.43,0,75.48,0
10093.14,93.59,15.46,123.7,88.5,106.6,0.980,35.93,6.55,69.9,571.04,7.43,0,75.48,0
10094.14,93.62,15.46,123.7,88.5,106.6,0.980,35.93,6.55,69.9,571.04,7.43,0,75.48,0
10095.14,93.63,15.46,123.7,88.5,106.6,0.980,35.93,6.55,69.9,571.04,7.43,0,75.48,0
10096.14,93.60,15.46,123.7,88.5,106.6,0.980,35.93,6.55,69.9,571.04,7.43,0,75.48,0
10097.14,93.60,15.46,123.7,88.5,106.6,0.980,35.93,6.55,69.9,571.04,7.43,0,75.48,0
10098.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.04,7.43,0,75.48,0
10099.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.04,7.43,0,75.47,0
10100.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.04,7.43,0,75.47,0
10101.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.05,7.43,0,75.47,0
10102.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.05,7.43,0,75.47,0
10103.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.05,7.43,0,75.47,0
10104.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.05,7.43,0,75.47,0
10105.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.06,7.43,0,75.47,0
10106.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.06,7.43,0,75.47,0
10107.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.06,7.43,0,75.47,0
10108.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.08,7.43,0,75.47,0
10109.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.08,7.43,0,75.46,0
10110.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.08,7.43,0,75.46,0
10111.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.08,7.43,0,75.46,0
10112.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.11,7.43,0,75.46,0
10113.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.11,7.43,0,75.46,0
10114.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.11,7.43,0,75.46,0
10115.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.11,7.43,0,75.46,0
10116.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.14,7.43,0,75.46,0
10117.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.14,7.43,0,75.46,0
10118.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.14,7.43,0,75.46,0
10119.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.14,7.43,0,75.45,0
10120.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.17,7.43,0,75.45,0
10121.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.17,7.43,0,75.45,0
10122.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.17,7.43,0,75.45,0
10123.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.17,7.43,0,75.45,0
10124.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.21,7.43,0,75.45,0
10125.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.21,7.43,0,75.45,0
10126.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.21,7.43,0,75.44,0
10127.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.21,7.43,0,75.44,0
10128.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.24,7.44,0,75.44,0
10129.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.24,7.43,0,75.44,0
10130.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.24,7.43,0,75.44,0
10131.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.24,7.43,0,75.43,0
10132.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.26,7.44,0,75.43,0
10133.14,93.64,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.26,7.43,0,75.43,0
10134.14,93.65,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.26,7.43,0,75.42,0
10135.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.26,7.43,0,75.42,0
10136.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.90,7.43,0,75.42,0
10137.14,93.64,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.90,7.43,0,75.41,0
10138.14,93.65,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.90,7.43,0,75.41,0
10139.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.90,7.43,0,75.41,0
10140.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.93,7.43,0,75.40,0
10141.14,93.64,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.93,7.43,0,75.40,0
10142.14,93.63,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.93,7.43,0,75.39,0
10143.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.96,7.43,0,75.39,0
10144.14,93.63,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.96,7.43,0,75.38,0
10145.14,93.64,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.96,7.43,0,75.38,0
10146.14,93.63,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.96,7.43,0,75.37,0
10147.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.98,7.43,0,75.36,0
10148.14,93.63,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.98,7.43,0,75.36,0
10149.14,93.64,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.98,7.43,0,75.35,0
10150.14,93.62,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.98,7.43,0,75.34,0
10151.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.99,7.43,0,75.34,0
10152.14,93.63,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.99,7.43,0,75.33,0
10153.14,93.64,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.99,7.43,0,75.32,0
10154.14,93.62,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.99,7.43,0,75.31,0
10155.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.98,7.43,0,75.31,0
10156.14,93.63,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.98,7.43,0,75.30,0
10157.14,93.64,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.98,7.43,0,75.29,0
10158.14,93.62,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.98,7.43,0,75.28,0
10159.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.96,7.43,0,75.27,0
10160.14,93.63,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.96,7.43,0,75.26,0
10161.14,93.64,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.96,7.43,0,75.25,0
10162.14,93.62,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.96,7.43,0,75.24,0
10163.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.94,7.43,0,75.23,0
10164.14,93.63,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.94,7.43,0,75.20,0
10165.14,93.64,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.94,7.43,0,75.17,0
10166.14,93.61,15.38,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.94,7.43,0,75.14,0
10167.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.90,7.43,0,75.10,0
10168.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.90,7.43,0,75.06,0
10169.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.90,7.43,0,75.01,0
10170.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,566.90,7.43,0,74.96,0
10171.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.25,7.43,0,74.91,0
10172.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.25,7.43,0,74.86,0
10173.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.25,7.43,0,74.80,0
10174.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.25,7.43,0,74.74,0
10175.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.19,7.43,0,74.68,0
10176.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.19,7.43,0,74.62,0
10177.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.19,7.43,0,74.56,0
10178.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.13,7.43,0,74.50,0
10179.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.13,7.43,0,74.44,0
10180.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.55,69.9,571.13,7.43,0,74.38,0
10181.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.13,7.43,0,74.31,0
10182.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.06,7.43,0,74.25,0
10183.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.06,7.43,0,74.19,0
10184.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.06,7.43,0,74.12,0
10185.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.06,7.43,0,74.06,0
10186.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.00,7.43,0,74.00,0
10187.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.00,7.43,0,73.93,0
10188.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.00,7.43,0,73.87,0
10189.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,571.00,7.43,0,73.82,0
10190.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.94,7.43,0,73.78,0
10191.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.94,7.43,0,73.74,0
10192.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.94,7.43,0,73.71,0
10193.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.94,7.43,0,73.68,0
10194.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.87,7.43,0,73.66,0
10195.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.87,7.43,0,73.64,0
10196.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.87,7.43,0,73.62,0
10197.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.87,7.43,0,73.61,0
10198.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.80,7.43,0,73.60,0
10199.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.80,7.43,0,73.59,0
10200.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.80,7.43,0,73.59,0
10201.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.80,7.43,0,73.58,0
10202.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.73,7.43,0,73.58,0
10203.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.73,7.43,0,73.58,0
10204.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.73,7.43,0,73.58,0
10205.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.73,7.43,0,73.58,0
10206.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.65,7.43,0,73.59,0
10207.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.65,7.43,0,73.59,0
10208.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.65,7.43,0,73.59,0
10209.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.65,7.43,0,73.60,0
10210.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.56,7.43,0,73.60,0
10211.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.56,7.43,0,73.61,0
10212.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.56,7.43,0,73.61,0
10213.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.47,7.43,0,73.62,0
10214.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.47,7.43,0,73.63,0
10215.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.47,7.43,0,73.63,0
10216.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.47,7.43,0,73.64,0
10217.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.38,7.43,0,73.65,0
10218.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.38,7.43,0,73.65,0
10219.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.38,7.43,0,73.66,0
10220.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.38,7.43,0,73.67,0
10221.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.29,7.43,0,73.68,0
10222.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.29,7.43,0,73.68,0
10223.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.29,7.43,0,73.69,0
10224.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.29,7.43,0,73.70,0
10225.14,93.60,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.21,7.43,0,73.71,0
10226.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.21,7.43,0,73.72,0
10227.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.21,7.43,0,73.73,0
10228.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.21,7.43,0,73.73,0
10229.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.13,7.43,0,73.74,0
10230.14,93.63,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.13,7.43,0,73.75,0
10231.14,93.65,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.13,7.43,0,73.76,0
10232.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.13,7.43,0,73.77,0
10233.14,93.61,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.06,7.43,0,73.78,0
10234.14,93.64,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.06,7.43,0,73.79,0
10235.14,93.65,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.06,7.43,0,73.80,0
10236.14,93.62,15.46,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.06,7.43,0,73.81,0
10237.14,93.61,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.00,7.43,0,73.82,0
10238.14,93.65,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.00,7.43,0,73.83,0
10239.14,93.65,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.00,7.43,0,73.84,0
10240.14,93.62,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,570.00,7.43,0,73.85,0
10241.14,93.63,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.41,7.43,0,73.86,0
10242.14,93.65,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.41,7.43,0,73.87,0
10243.14,93.64,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.41,7.43,0,73.88,0
10244.14,93.62,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.37,7.43,0,73.89,0
10245.14,93.64,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.37,7.43,0,73.90,0
10246.14,93.66,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.37,7.43,0,73.91,0
10247.14,93.64,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.37,7.43,0,73.92,0
10248.14,93.63,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.35,7.43,0,73.93,0
10249.14,93.65,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.35,7.43,0,73.94,0
10250.14,93.66,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.35,7.43,0,73.95,0
